entity_type,entity_id,entity_name,subject,grade,year,n_tested,pct_proficient,pct_level1,pct_level2,pct_level3,pct_level4,n_level1,n_level2,n_level3,n_level4,pct_basis,status,counts_status
district,0701000,HAMPTON SCHOOL DISTRICT,ELA,ALL,2024,299.0,21.7,32.1,46.2,18.4,3.3,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,ELA,ALL,2025,288.0,20.5,38.5,41.0,15.3,5.2,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,ELA,ALL,2026,279.0,25.0896,30.4659,44.4444,21.5054,3.5842,85,124,60,10,counts,,
district,0701000,HAMPTON SCHOOL DISTRICT,ELA,03,2024,34.0,17.6,32.4,50.0,14.7,2.9,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,ELA,03,2025,36.0,19.4,36.1,44.4,11.1,8.3,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,ELA,03,2026,37.0,32.4,24.3,43.2,24.3,8.1,,,,,published_pct,,counts_suppressed
district,0701000,HAMPTON SCHOOL DISTRICT,ELA,04,2024,28.0,21.4,21.4,57.1,14.3,7.1,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,ELA,04,2025,33.0,21.2,39.4,39.4,18.2,3.0,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,ELA,04,2026,35.0,31.5,31.4,37.1,22.9,8.6,,,,,published_pct,,counts_suppressed
district,0701000,HAMPTON SCHOOL DISTRICT,ELA,05,2024,53.0,35.9,20.8,43.4,34.0,1.9,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,ELA,05,2025,28.0,32.1,21.4,46.4,25.0,7.1,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,ELA,05,2026,38.0,26.3,28.9,44.7,23.7,2.6,,,,,published_pct,,counts_suppressed
district,0701000,HAMPTON SCHOOL DISTRICT,ELA,06,2024,26.0,23.1,38.5,38.5,15.4,7.7,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,ELA,06,2025,52.0,17.3,32.7,50.0,17.3,0.0,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,ELA,06,2026,28.0,35.7,14.3,50.0,32.1,3.6,,,,,published_pct,,counts_suppressed
district,0701000,HAMPTON SCHOOL DISTRICT,ELA,07,2024,31.0,16.1,41.9,41.9,12.9,3.2,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,ELA,07,2025,27.0,18.5,51.9,29.6,18.5,0.0,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,ELA,07,2026,48.0,18.8,31.3,50.0,18.8,0.0,,,,,published_pct,,counts_suppressed
district,0701000,HAMPTON SCHOOL DISTRICT,ELA,08,2024,39.0,18.0,41.0,41.0,15.4,2.6,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,ELA,08,2025,34.0,20.6,35.3,44.1,5.9,14.7,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,ELA,08,2026,30.0,16.7,53.3,30.0,16.7,0.0,,,,,published_pct,,counts_suppressed
district,0701000,HAMPTON SCHOOL DISTRICT,ELA,09,2024,45.0,17.8,31.1,51.1,15.6,2.2,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,ELA,09,2025,36.0,19.5,47.2,33.3,16.7,2.8,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,ELA,09,2026,33.0,24.3,24.2,51.5,18.2,6.1,,,,,published_pct,,counts_suppressed
district,0701000,HAMPTON SCHOOL DISTRICT,ELA,10,2024,43.0,18.6,34.9,46.5,16.3,2.3,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,ELA,10,2025,42.0,19.0,45.2,35.7,11.9,7.1,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,ELA,10,2026,30.0,16.7,36.7,46.7,16.7,0.0,,,,,published_pct,,counts_suppressed
district,0701000,HAMPTON SCHOOL DISTRICT,Reading,ALL,2024,301.0,21.0,35.5,43.5,17.3,3.7,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,Reading,ALL,2025,288.0,24.0,39.2,36.8,18.8,5.2,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,Reading,ALL,2026,279.0,26.8817,31.5412,41.5771,21.5054,5.3763,88,116,60,15,counts,,
district,0701000,HAMPTON SCHOOL DISTRICT,Reading,03,2024,34.0,14.7,35.3,50.0,11.8,2.9,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,Reading,03,2025,36.0,25.0,38.9,36.1,16.7,8.3,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,Reading,03,2026,37.0,35.1,29.7,35.1,21.6,13.5,,,,,published_pct,,counts_suppressed
district,0701000,HAMPTON SCHOOL DISTRICT,Reading,04,2024,28.0,21.4,21.4,57.1,14.3,7.1,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,Reading,04,2025,33.0,24.2,42.4,33.3,24.2,0.0,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,Reading,04,2026,35.0,31.5,40.0,28.6,22.9,8.6,,,,,published_pct,,counts_suppressed
district,0701000,HAMPTON SCHOOL DISTRICT,Reading,05,2024,53.0,30.2,24.5,45.3,30.2,0.0,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,Reading,05,2025,28.0,39.3,25.0,35.7,35.7,3.6,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,Reading,05,2026,38.0,18.4,31.6,50.0,18.4,0.0,,,,,published_pct,,counts_suppressed
district,0701000,HAMPTON SCHOOL DISTRICT,Reading,06,2024,26.0,26.9,34.6,38.5,23.1,3.8,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,Reading,06,2025,52.0,19.2,30.8,50.0,19.2,0.0,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,Reading,06,2026,28.0,46.5,17.9,35.7,42.9,3.6,,,,,published_pct,,counts_suppressed
district,0701000,HAMPTON SCHOOL DISTRICT,Reading,07,2024,31.0,13.0,45.2,41.9,6.5,6.5,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,Reading,07,2025,27.0,22.2,51.9,25.9,18.5,3.7,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,Reading,07,2026,48.0,25.0,27.1,47.9,22.9,2.1,,,,,published_pct,,counts_suppressed
district,0701000,HAMPTON SCHOOL DISTRICT,Reading,08,2024,39.0,20.5,35.9,43.6,17.9,2.6,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,Reading,08,2025,34.0,23.5,38.2,38.2,8.8,14.7,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,Reading,08,2026,30.0,16.6,53.3,30.0,13.3,3.3,,,,,published_pct,,counts_suppressed
district,0701000,HAMPTON SCHOOL DISTRICT,Reading,09,2024,46.0,19.6,45.7,34.8,17.4,2.2,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,Reading,09,2025,36.0,22.2,50.0,27.8,19.4,2.8,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,Reading,09,2026,33.0,27.3,24.2,48.5,15.2,12.1,,,,,published_pct,,counts_suppressed
district,0701000,HAMPTON SCHOOL DISTRICT,Reading,10,2024,44.0,18.2,40.9,40.9,11.4,6.8,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,Reading,10,2025,42.0,21.4,40.5,38.1,11.9,9.5,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,Reading,10,2026,30.0,16.7,30.0,53.3,16.7,0.0,,,,,published_pct,,counts_suppressed
district,0701000,HAMPTON SCHOOL DISTRICT,Math,ALL,2024,202.0,20.8,43.1,36.1,18.8,2.0,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,Math,ALL,2025,198.0,19.7,39.4,40.9,13.6,6.1,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,Math,ALL,2026,212.0,28.3019,30.1887,41.5094,22.1698,6.1321,64,88,47,13,counts,,
district,0701000,HAMPTON SCHOOL DISTRICT,Math,03,2024,34.0,26.5,52.9,20.6,26.5,0.0,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,Math,03,2025,36.0,16.7,38.9,44.4,5.6,11.1,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,Math,03,2026,37.0,21.6,35.1,43.2,13.5,8.1,,,,,published_pct,,counts_suppressed
district,0701000,HAMPTON SCHOOL DISTRICT,Math,04,2024,28.0,32.1,17.9,50.0,25.0,7.1,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,Math,04,2025,33.0,36.4,36.4,27.3,30.3,6.1,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,Math,04,2026,35.0,31.4,37.1,31.4,20.0,11.4,,,,,published_pct,,counts_suppressed
district,0701000,HAMPTON SCHOOL DISTRICT,Math,05,2024,53.0,13.2,49.1,37.7,13.2,0.0,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,Math,05,2025,28.0,17.8,42.9,39.3,7.1,10.7,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,Math,05,2026,38.0,21.0,34.2,44.7,18.4,2.6,,,,,published_pct,,counts_suppressed
district,0701000,HAMPTON SCHOOL DISTRICT,Math,06,2024,26.0,34.6,38.5,26.9,30.8,3.8,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,Math,06,2025,52.0,21.1,32.7,46.2,17.3,3.8,,,,,published_pct,,counts_not_published
district,0701000,HAMPTON SCHOOL DISTRICT,Math,06,2026,28.0,42.9,7.1,50.0,39.3,3.6,,,,,published_pct,,counts_suppressed
