entity_type,entity_id,entity_name,subject,grade,year,n_tested,pct_proficient,pct_level1,pct_level2,pct_level3,pct_level4,n_level1,n_level2,n_level3,n_level4,pct_basis,status,counts_status
district,1201000,CONCORD SCHOOL DISTRICT,ELA,ALL,2024,230.0,34.0,20.0,46.1,27.0,7.0,,,,,published_pct,,counts_not_published
district,1201000,CONCORD SCHOOL DISTRICT,ELA,ALL,2025,216.0,36.1,29.2,34.7,28.7,7.4,,,,,published_pct,,counts_not_published
district,1201000,CONCORD SCHOOL DISTRICT,ELA,ALL,2026,201.0,40.2985,23.8806,35.8209,28.8557,11.4428,48,72,58,23,counts,,
district,1201000,CONCORD SCHOOL DISTRICT,ELA,03,2024,27.0,22.2,37.0,40.7,14.8,7.4,,,,,published_pct,,counts_not_published
district,1201000,CONCORD SCHOOL DISTRICT,ELA,03,2025,22.0,22.7,50.0,27.3,13.6,9.1,,,,,published_pct,,counts_not_published
district,1201000,CONCORD SCHOOL DISTRICT,ELA,03,2026,29.0,48.3,20.7,31.0,20.7,27.6,,,,,published_pct,,counts_suppressed
district,1201000,CONCORD SCHOOL DISTRICT,ELA,04,2024,30.0,30.0,33.3,36.7,30.0,0.0,,,,,published_pct,,counts_not_published
district,1201000,CONCORD SCHOOL DISTRICT,ELA,04,2025,28.0,25.0,50.0,25.0,14.3,10.7,,,,,published_pct,,counts_not_published
district,1201000,CONCORD SCHOOL DISTRICT,ELA,04,2026,17.0,29.4,41.2,29.4,17.6,11.8,,,,,published_pct,,counts_suppressed
district,1201000,CONCORD SCHOOL DISTRICT,ELA,05,2024,25.0,44.0,24.0,32.0,32.0,12.0,,,,,published_pct,,counts_not_published
district,1201000,CONCORD SCHOOL DISTRICT,ELA,05,2025,33.0,42.4,30.3,27.3,42.4,0.0,,,,,published_pct,,counts_not_published
district,1201000,CONCORD SCHOOL DISTRICT,ELA,05,2026,26.0,38.4,19.2,42.3,34.6,3.8,,,,,published_pct,,counts_suppressed
district,1201000,CONCORD SCHOOL DISTRICT,ELA,06,2024,28.0,17.8,21.4,60.7,10.7,7.1,,,,,published_pct,,counts_not_published
district,1201000,CONCORD SCHOOL DISTRICT,ELA,06,2025,22.0,45.4,9.1,45.5,40.9,4.5,,,,,published_pct,,counts_not_published
district,1201000,CONCORD SCHOOL DISTRICT,ELA,06,2026,33.0,48.5,15.2,36.4,45.5,3.0,,,,,published_pct,,counts_suppressed
district,1201000,CONCORD SCHOOL DISTRICT,ELA,07,2024,19.0,21.1,26.3,52.6,21.1,0.0,,,,,published_pct,,counts_not_published
district,1201000,CONCORD SCHOOL DISTRICT,ELA,07,2025,25.0,32.0,32.0,36.0,20.0,12.0,,,,,published_pct,,counts_not_published
district,1201000,CONCORD SCHOOL DISTRICT,ELA,07,2026,23.0,39.1,26.1,34.8,34.8,4.3,,,,,published_pct,,counts_suppressed
district,1201000,CONCORD SCHOOL DISTRICT,ELA,08,2024,36.0,41.7,13.9,44.4,27.8,13.9,,,,,published_pct,,counts_not_published
district,1201000,CONCORD SCHOOL DISTRICT,ELA,08,2025,21.0,28.6,33.3,38.1,28.6,0.0,,,,,published_pct,,counts_not_published
district,1201000,CONCORD SCHOOL DISTRICT,ELA,08,2026,23.0,26.0,34.8,39.1,13.0,13.0,,,,,published_pct,,counts_suppressed
district,1201000,CONCORD SCHOOL DISTRICT,ELA,09,2024,32.0,50.0,3.1,46.9,50.0,0.0,,,,,published_pct,,counts_not_published
district,1201000,CONCORD SCHOOL DISTRICT,ELA,09,2025,34.0,38.2,23.5,38.2,20.6,17.6,,,,,published_pct,,counts_not_published
district,1201000,CONCORD SCHOOL DISTRICT,ELA,09,2026,18.0,27.8,16.7,55.6,27.8,0.0,,,,,published_pct,,counts_suppressed
district,1201000,CONCORD SCHOOL DISTRICT,ELA,10,2024,33.0,36.3,9.1,54.5,24.2,12.1,,,,,published_pct,,counts_not_published
district,1201000,CONCORD SCHOOL DISTRICT,ELA,10,2025,31.0,48.4,9.7,41.9,45.2,3.2,,,,,published_pct,,counts_not_published
district,1201000,CONCORD SCHOOL DISTRICT,ELA,10,2026,32.0,50.0,25.0,25.0,28.1,21.9,,,,,published_pct,,counts_suppressed
district,1201000,CONCORD SCHOOL DISTRICT,Reading,ALL,2024,230.0,34.8,19.1,46.1,26.1,8.7,,,,,published_pct,,counts_not_published
district,1201000,CONCORD SCHOOL DISTRICT,Reading,ALL,2025,216.0,35.6,28.7,35.6,25.9,9.7,,,,,published_pct,,counts_not_published
district,1201000,CONCORD SCHOOL DISTRICT,Reading,ALL,2026,201.0,43.2836,21.393,35.3234,29.8507,13.4328,43,71,60,27,counts,,
district,1201000,CONCORD SCHOOL DISTRICT,Reading,03,2024,27.0,25.9,37.0,37.0,18.5,7.4,,,,,published_pct,,counts_not_published
district,1201000,CONCORD SCHOOL DISTRICT,Reading,03,2025,22.0,27.3,50.0,22.7,18.2,9.1,,,,,published_pct,,counts_not_published
district,1201000,CONCORD SCHOOL DISTRICT,Reading,03,2026,29.0,51.7,17.2,31.0,27.6,24.1,,,,,published_pct,,counts_suppressed
district,1201000,CONCORD SCHOOL DISTRICT,Reading,04,2024,30.0,36.7,30.0,33.3,36.7,0.0,,,,,published_pct,,counts_not_published
district,1201000,CONCORD SCHOOL DISTRICT,Reading,04,2025,28.0,28.6,46.4,25.0,17.9,10.7,,,,,published_pct,,counts_not_published
district,1201000,CONCORD SCHOOL DISTRICT,Reading,04,2026,17.0,29.4,41.2,29.4,11.8,17.6,,,,,published_pct,,counts_suppressed
