entity_type,entity_id,entity_name,subject,grade,year,n_tested,pct_proficient,pct_level1,pct_level2,pct_level3,pct_level4,n_level1,n_level2,n_level3,n_level4,pct_basis,status,counts_status
district,4101000,ASHDOWN SCHOOL DISTRICT,ELA,ALL,2024,752.0,29.0,26.7,44.3,20.9,8.1,,,,,published_pct,,counts_not_published
district,4101000,ASHDOWN SCHOOL DISTRICT,ELA,ALL,2025,722.0,24.6,35.0,40.3,17.7,6.9,,,,,published_pct,,counts_not_published
district,4101000,ASHDOWN SCHOOL DISTRICT,ELA,ALL,2026,746.0,32.9759,26.6756,40.3485,23.1903,9.7855,199,301,173,73,counts,,
district,4101000,ASHDOWN SCHOOL DISTRICT,ELA,03,2024,87.0,36.7,27.6,35.6,19.5,17.2,,,,,published_pct,,counts_not_published
district,4101000,ASHDOWN SCHOOL DISTRICT,ELA,03,2025,108.0,22.3,37.0,40.7,16.7,5.6,,,,,published_pct,,counts_not_published
district,4101000,ASHDOWN SCHOOL DISTRICT,ELA,03,2026,102.0,39.2157,23.5294,37.2549,23.5294,15.6863,24,38,24,16,counts,,
district,4101000,ASHDOWN SCHOOL DISTRICT,ELA,04,2024,98.0,25.5,35.7,38.8,18.4,7.1,,,,,published_pct,,counts_not_published
district,4101000,ASHDOWN SCHOOL DISTRICT,ELA,04,2025,86.0,31.4,38.4,30.2,19.8,11.6,,,,,published_pct,,counts_not_published
district,4101000,ASHDOWN SCHOOL DISTRICT,ELA,04,2026,119.0,24.4,32.8,42.9,20.2,4.2,,,,,published_pct,,counts_suppressed
district,4101000,ASHDOWN SCHOOL DISTRICT,ELA,05,2024,99.0,42.4,22.2,35.4,24.2,18.2,,,,,published_pct,,counts_not_published
district,4101000,ASHDOWN SCHOOL DISTRICT,ELA,05,2025,98.0,26.5,26.5,46.9,12.2,14.3,,,,,published_pct,,counts_not_published
district,4101000,ASHDOWN SCHOOL DISTRICT,ELA,05,2026,93.0,43.0108,23.6559,33.3333,22.5806,20.4301,22,31,21,19,counts,,
district,4101000,ASHDOWN SCHOOL DISTRICT,ELA,06,2024,96.0,29.2,22.9,47.9,24.0,5.2,,,,,published_pct,,counts_not_published
district,4101000,ASHDOWN SCHOOL DISTRICT,ELA,06,2025,90.0,33.3,27.8,38.9,23.3,10.0,,,,,published_pct,,counts_not_published
district,4101000,ASHDOWN SCHOOL DISTRICT,ELA,06,2026,101.0,39.6,23.8,36.6,31.7,7.9,,,,,published_pct,,counts_suppressed
district,4101000,ASHDOWN SCHOOL DISTRICT,ELA,07,2024,86.0,32.5,23.3,44.2,24.4,8.1,,,,,published_pct,,counts_not_published
district,4101000,ASHDOWN SCHOOL DISTRICT,ELA,07,2025,90.0,25.5,33.3,41.1,21.1,4.4,,,,,published_pct,,counts_not_published
district,4101000,ASHDOWN SCHOOL DISTRICT,ELA,07,2026,83.0,39.759,21.6867,38.5542,24.0964,15.6627,18,32,20,13,counts,,
district,4101000,ASHDOWN SCHOOL DISTRICT,ELA,08,2024,86.0,21.0,30.2,48.8,16.3,4.7,,,,,published_pct,,counts_not_published
district,4101000,ASHDOWN SCHOOL DISTRICT,ELA,08,2025,85.0,22.3,38.8,38.8,18.8,3.5,,,,,published_pct,,counts_not_published
