entity_type,entity_id,entity_name,subject,grade,year,n_tested,pct_proficient,pct_level1,pct_level2,pct_level3,pct_level4,n_level1,n_level2,n_level3,n_level4,pct_basis,status,counts_status
district,6004000,JACKSONVILLE NORTH PULASKI SCHOOL DISTRICT,ELA,ALL,2024,2466.0,18.9,39.2,41.9,15.0,3.9,,,,,published_pct,,counts_not_published
district,6004000,JACKSONVILLE NORTH PULASKI SCHOOL DISTRICT,ELA,ALL,2025,2413.0,18.0,45.3,36.6,13.2,4.8,,,,,published_pct,,counts_not_published
district,6004000,JACKSONVILLE NORTH PULASKI SCHOOL DISTRICT,ELA,ALL,2026,2411.0,21.153,39.7345,39.1124,16.3832,4.7698,958,943,395,115,counts,,
district,6004000,JACKSONVILLE NORTH PULASKI SCHOOL DISTRICT,ELA,03,2024,336.0,24.1,41.4,34.5,16.4,7.7,,,,,published_pct,,counts_not_published
district,6004000,JACKSONVILLE NORTH PULASKI SCHOOL DISTRICT,ELA,03,2025,343.0,21.0,47.5,31.5,14.3,6.7,,,,,published_pct,,counts_not_published
district,6004000,JACKSONVILLE NORTH PULASKI SCHOOL DISTRICT,ELA,03,2026,338.0,20.7101,38.7574,40.5325,13.9053,6.8047,131,137,47,23,counts,,
district,6004000,JACKSONVILLE NORTH PULASKI SCHOOL DISTRICT,ELA,04,2024,326.0,18.7,42.6,38.7,14.7,4.0,,,,,published_pct,,counts_not_published
district,6004000,JACKSONVILLE NORTH PULASKI SCHOOL DISTRICT,ELA,04,2025,294.0,25.5,43.2,31.3,18.0,7.5,,,,,published_pct,,counts_not_published
district,6004000,JACKSONVILLE NORTH PULASKI SCHOOL DISTRICT,ELA,04,2026,332.0,23.7952,37.6506,38.5542,17.4699,6.3253,125,128,58,21,counts,,
district,6004000,JACKSONVILLE NORTH PULASKI SCHOOL DISTRICT,ELA,05,2024,336.0,19.4,40.2,40.5,14.3,5.1,,,,,published_pct,,counts_not_published
district,6004000,JACKSONVILLE NORTH PULASKI SCHOOL DISTRICT,ELA,05,2025,293.0,24.2,41.0,34.8,16.4,7.8,,,,,published_pct,,counts_not_published
district,6004000,JACKSONVILLE NORTH PULASKI SCHOOL DISTRICT,ELA,05,2026,283.0,25.0883,35.689,39.2226,17.6678,7.4205,101,111,50,21,counts,,
district,6004000,JACKSONVILLE NORTH PULASKI SCHOOL DISTRICT,ELA,06,2024,268.0,22.7,35.4,41.8,19.0,3.7,,,,,published_pct,,counts_not_published
district,6004000,JACKSONVILLE NORTH PULASKI SCHOOL DISTRICT,ELA,06,2025,288.0,10.4,53.8,35.8,8.7,1.7,,,,,published_pct,,counts_not_published
