entity_type,entity_id,entity_name,subject,grade,year,n_tested,pct_proficient,pct_level1,pct_level2,pct_level3,pct_level4,n_level1,n_level2,n_level3,n_level4,pct_basis,status,counts_status
district,5201000,BEARDEN SCHOOL DISTRICT,ELA,ALL,2024,297.0,22.2,34.7,43.1,18.5,3.7,,,,,published_pct,,counts_not_published
district,5201000,BEARDEN SCHOOL DISTRICT,ELA,ALL,2025,292.0,23.9,32.5,43.5,18.8,5.1,,,,,published_pct,,counts_not_published
district,5201000,BEARDEN SCHOOL DISTRICT,ELA,ALL,2026,263.0,29.6578,22.8137,47.5285,20.9125,8.7452,60,125,55,23,counts,,
district,5201000,BEARDEN SCHOOL DISTRICT,ELA,03,2024,35.0,37.2,42.9,20.0,28.6,8.6,,,,,published_pct,,counts_not_published
district,5201000,BEARDEN SCHOOL DISTRICT,ELA,03,2025,34.0,23.5,26.5,50.0,14.7,8.8,,,,,published_pct,,counts_not_published
district,5201000,BEARDEN SCHOOL DISTRICT,ELA,03,2026,30.0,33.4,13.3,53.3,16.7,16.7,,,,,published_pct,,counts_suppressed
district,5201000,BEARDEN SCHOOL DISTRICT,ELA,04,2024,40.0,30.0,30.0,40.0,25.0,5.0,,,,,published_pct,,counts_not_published
district,5201000,BEARDEN SCHOOL DISTRICT,ELA,04,2025,34.0,38.3,41.2,20.6,26.5,11.8,,,,,published_pct,,counts_not_published
district,5201000,BEARDEN SCHOOL DISTRICT,ELA,04,2026,30.0,43.3,13.3,43.3,30.0,13.3,,,,,published_pct,,counts_suppressed
district,5201000,BEARDEN SCHOOL DISTRICT,ELA,05,2024,28.0,3.6,39.3,57.1,3.6,0.0,,,,,published_pct,,counts_not_published
district,5201000,BEARDEN SCHOOL DISTRICT,ELA,05,2025,37.0,16.2,29.7,54.1,10.8,5.4,,,,,published_pct,,counts_not_published
district,5201000,BEARDEN SCHOOL DISTRICT,ELA,05,2026,30.0,36.6,36.7,26.7,23.3,13.3,,,,,published_pct,,counts_suppressed
district,5201000,BEARDEN SCHOOL DISTRICT,ELA,06,2024,37.0,35.1,24.3,40.5,27.0,8.1,,,,,published_pct,,counts_not_published
district,5201000,BEARDEN SCHOOL DISTRICT,ELA,06,2025,29.0,20.6,27.6,51.7,17.2,3.4,,,,,published_pct,,counts_not_published
district,5201000,BEARDEN SCHOOL DISTRICT,ELA,06,2026,35.0,34.3,20.0,45.7,22.9,11.4,,,,,published_pct,,counts_suppressed
district,5201000,BEARDEN SCHOOL DISTRICT,ELA,07,2024,45.0,13.3,44.4,42.2,8.9,4.4,,,,,published_pct,,counts_not_published
district,5201000,BEARDEN SCHOOL DISTRICT,ELA,07,2025,38.0,23.7,34.2,42.1,23.7,0.0,,,,,published_pct,,counts_not_published
district,5201000,BEARDEN SCHOOL DISTRICT,ELA,07,2026,25.0,20.0,16.0,64.0,16.0,4.0,,,,,published_pct,,counts_suppressed
district,5201000,BEARDEN SCHOOL DISTRICT,ELA,08,2024,38.0,18.4,26.3,55.3,15.8,2.6,,,,,published_pct,,counts_not_published
district,5201000,BEARDEN SCHOOL DISTRICT,ELA,08,2025,44.0,15.9,38.6,45.5,15.9,0.0,,,,,published_pct,,counts_not_published
district,5201000,BEARDEN SCHOOL DISTRICT,ELA,08,2026,39.0,18.0,30.8,51.3,15.4,2.6,,,,,published_pct,,counts_suppressed
district,5201000,BEARDEN SCHOOL DISTRICT,ELA,09,2024,42.0,26.2,33.3,40.5,26.2,0.0,,,,,published_pct,,counts_not_published
