entity_type,entity_id,entity_name,subject,grade,year,n_tested,pct_proficient,pct_level1,pct_level2,pct_level3,pct_level4,n_level1,n_level2,n_level3,n_level4,pct_basis,status,counts_status
district,4901000,CADDO HILLS SCHOOL DISTRICT,ELA,ALL,2024,317.0,33.1,18.6,48.3,27.1,6.0,,,,,published_pct,,counts_not_published
district,4901000,CADDO HILLS SCHOOL DISTRICT,ELA,ALL,2025,340.0,33.9,20.3,45.9,26.8,7.1,,,,,published_pct,,counts_not_published
district,4901000,CADDO HILLS SCHOOL DISTRICT,ELA,ALL,2026,350.0,39.7143,17.4286,42.8571,28.8571,10.8571,61,150,101,38,counts,,
district,4901000,CADDO HILLS SCHOOL DISTRICT,ELA,03,2024,36.0,52.7,22.2,25.0,33.3,19.4,,,,,published_pct,,counts_not_published
district,4901000,CADDO HILLS SCHOOL DISTRICT,ELA,03,2025,44.0,59.1,9.1,31.8,45.5,13.6,,,,,published_pct,,counts_not_published
district,4901000,CADDO HILLS SCHOOL DISTRICT,ELA,03,2026,54.0,33.4,11.1,55.6,16.7,16.7,,,,,published_pct,,counts_suppressed
district,4901000,CADDO HILLS SCHOOL DISTRICT,ELA,04,2024,46.0,17.4,28.3,54.3,17.4,0.0,,,,,published_pct,,counts_not_published
district,4901000,CADDO HILLS SCHOOL DISTRICT,ELA,04,2025,36.0,47.3,11.1,41.7,30.6,16.7,,,,,published_pct,,counts_not_published
district,4901000,CADDO HILLS SCHOOL DISTRICT,ELA,04,2026,51.0,60.8,13.7,25.5,39.2,21.6,,,,,published_pct,,counts_suppressed
district,4901000,CADDO HILLS SCHOOL DISTRICT,ELA,05,2024,44.0,29.5,15.9,54.5,22.7,6.8,,,,,published_pct,,counts_not_published
district,4901000,CADDO HILLS SCHOOL DISTRICT,ELA,05,2025,46.0,19.6,39.1,41.3,17.4,2.2,,,,,published_pct,,counts_not_published
district,4901000,CADDO HILLS SCHOOL DISTRICT,ELA,05,2026,39.0,48.7,10.3,41.0,30.8,17.9,,,,,published_pct,,counts_suppressed
district,4901000,CADDO HILLS SCHOOL DISTRICT,ELA,06,2024,33.0,42.5,15.2,42.4,36.4,6.1,,,,,published_pct,,counts_not_published
district,4901000,CADDO HILLS SCHOOL DISTRICT,ELA,06,2025,51.0,33.4,19.6,47.1,31.4,2.0,,,,,published_pct,,counts_not_published
district,4901000,CADDO HILLS SCHOOL DISTRICT,ELA,06,2026,46.0,23.9,30.4,45.7,21.7,2.2,,,,,published_pct,,counts_suppressed
district,4901000,CADDO HILLS SCHOOL DISTRICT,ELA,07,2024,40.0,27.5,27.5,45.0,27.5,0.0,,,,,published_pct,,counts_not_published
district,4901000,CADDO HILLS SCHOOL DISTRICT,ELA,07,2025,35.0,25.8,22.9,51.4,22.9,2.9,,,,,published_pct,,counts_not_published
district,4901000,CADDO HILLS SCHOOL DISTRICT,ELA,07,2026,51.0,27.5,17.6,54.9,25.5,2.0,,,,,published_pct,,counts_suppressed
district,4901000,CADDO HILLS SCHOOL DISTRICT,ELA,08,2024,33.0,30.3,18.2,51.5,21.2,9.1,,,,,published_pct,,counts_not_published
district,4901000,CADDO HILLS SCHOOL DISTRICT,ELA,08,2025,40.0,30.0,17.5,52.5,25.0,5.0,,,,,published_pct,,counts_not_published
district,4901000,CADDO HILLS SCHOOL DISTRICT,ELA,08,2026,31.0,22.6,16.1,61.3,16.1,6.5,,,,,published_pct,,counts_suppressed
district,4901000,CADDO HILLS SCHOOL DISTRICT,ELA,09,2024,46.0,39.1,4.3,56.5,34.8,4.3,,,,,published_pct,,counts_not_published
district,4901000,CADDO HILLS SCHOOL DISTRICT,ELA,09,2025,39.0,30.8,25.6,43.6,20.5,10.3,,,,,published_pct,,counts_not_published
