entity_type,entity_id,entity_name,subject,grade,year,n_tested,pct_proficient,pct_level1,pct_level2,pct_level3,pct_level4,n_level1,n_level2,n_level3,n_level4,pct_basis,status,counts_status
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,ELA,ALL,2024,282.0,47.1,12.4,40.4,30.1,17.0,,,,,published_pct,,counts_not_published
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,ELA,ALL,2025,264.0,56.8,14.8,28.4,28.8,28.0,,,,,published_pct,,counts_not_published
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,ELA,ALL,2026,244.0,52.8689,12.7049,34.4262,30.7377,22.1311,31,84,75,54,counts,,
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,ELA,03,2024,88.0,52.3,12.5,35.2,28.4,23.9,,,,,published_pct,,counts_not_published
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,ELA,03,2025,85.0,49.4,20.0,30.6,23.5,25.9,,,,,published_pct,,counts_not_published
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,ELA,03,2026,80.0,43.75,16.25,40.0,27.5,16.25,13,32,22,13,counts,,
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,ELA,04,2024,98.0,46.9,11.2,41.8,35.7,11.2,,,,,published_pct,,counts_not_published
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,ELA,04,2025,88.0,59.1,12.5,28.4,27.3,31.8,,,,,published_pct,,counts_not_published
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,ELA,04,2026,81.0,56.7901,12.3457,30.8642,32.0988,24.6914,10,25,26,20,counts,,
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,ELA,05,2024,96.0,42.7,13.5,43.8,26.0,16.7,,,,,published_pct,,counts_not_published
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,ELA,05,2025,91.0,61.6,12.1,26.4,35.2,26.4,,,,,published_pct,,counts_not_published
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,ELA,05,2026,83.0,57.8,9.6,32.5,32.5,25.3,,,,,published_pct,,counts_suppressed
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Reading,ALL,2024,283.0,48.4,14.1,37.5,31.4,17.0,,,,,published_pct,,counts_not_published
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Reading,ALL,2025,264.0,54.5,17.4,28.0,26.5,28.0,,,,,published_pct,,counts_not_published
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Reading,ALL,2026,244.0,50.8197,14.3443,34.8361,27.0492,23.7705,35,85,66,58,counts,,
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Reading,03,2024,89.0,53.9,14.6,31.5,32.6,21.3,,,,,published_pct,,counts_not_published
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Reading,03,2025,85.0,48.3,24.7,27.1,21.2,27.1,,,,,published_pct,,counts_not_published
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Reading,03,2026,80.0,42.5,16.25,41.25,25.0,17.5,13,33,20,14,counts,,
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Reading,04,2024,98.0,49.0,13.3,37.8,37.8,11.2,,,,,published_pct,,counts_not_published
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Reading,04,2025,88.0,59.1,14.8,26.1,28.4,30.7,,,,,published_pct,,counts_not_published
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Reading,04,2026,81.0,56.7901,13.5802,29.6296,28.3951,28.3951,11,24,23,23,counts,,
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Reading,05,2024,96.0,42.8,14.6,42.7,24.0,18.8,,,,,published_pct,,counts_not_published
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Reading,05,2025,91.0,56.1,13.2,30.8,29.7,26.4,,,,,published_pct,,counts_not_published
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Reading,05,2026,83.0,53.012,13.253,33.7349,27.7108,25.3012,11,28,23,21,counts,,
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Math,ALL,2024,283.0,64.0,11.3,24.7,35.0,29.0,,,,,published_pct,,counts_not_published
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Math,ALL,2025,264.0,60.6,13.6,25.8,32.2,28.4,,,,,published_pct,,counts_not_published
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Math,ALL,2026,244.0,61.4754,14.7541,23.7705,33.6066,27.8689,36,58,82,68,counts,,
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Math,03,2024,89.0,71.9,7.9,20.2,40.4,31.5,,,,,published_pct,,counts_not_published
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Math,03,2025,85.0,50.6,14.1,35.3,24.7,25.9,,,,,published_pct,,counts_not_published
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Math,03,2026,80.0,51.25,18.75,30.0,38.75,12.5,15,24,31,10,counts,,
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Math,04,2024,98.0,53.0,14.3,32.7,30.6,22.4,,,,,published_pct,,counts_not_published
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Math,04,2025,88.0,73.9,12.5,13.6,45.5,28.4,,,,,published_pct,,counts_not_published
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Math,04,2026,81.0,59.2593,13.5802,27.1605,28.3951,30.8642,11,22,23,25,counts,,
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Math,05,2024,96.0,67.7,11.5,20.8,34.4,33.3,,,,,published_pct,,counts_not_published
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Math,05,2025,91.0,57.2,14.3,28.6,26.4,30.8,,,,,published_pct,,counts_not_published
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Math,05,2026,83.0,73.494,12.0482,14.4578,33.7349,39.759,10,12,28,33,counts,,
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Science,ALL,2024,283.0,44.5,19.4,36.0,29.3,15.2,,,,,published_pct,,counts_not_published
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Science,ALL,2025,264.0,47.8,16.7,35.6,25.8,22.0,,,,,published_pct,,counts_not_published
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Science,ALL,2026,244.0,56.9672,14.3443,28.6885,28.2787,28.6885,35,70,69,70,counts,,
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Science,03,2024,89.0,54.0,15.7,30.3,31.5,22.5,,,,,published_pct,,counts_not_published
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Science,03,2025,85.0,43.5,21.2,35.3,24.7,18.8,,,,,published_pct,,counts_not_published
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Science,03,2026,80.0,46.25,18.75,35.0,28.75,17.5,15,28,23,14,counts,,
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Science,04,2024,98.0,41.8,23.5,34.7,30.6,11.2,,,,,published_pct,,counts_not_published
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Science,04,2025,88.0,52.2,14.8,33.0,29.5,22.7,,,,,published_pct,,counts_not_published
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Science,04,2026,81.0,62.963,13.5802,23.4568,30.8642,32.0988,11,19,25,26,counts,,
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Science,05,2024,96.0,38.5,18.8,42.7,26.0,12.5,,,,,published_pct,,counts_not_published
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Science,05,2025,91.0,47.3,14.3,38.5,23.1,24.2,,,,,published_pct,,counts_not_published
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Science,05,2026,83.0,61.4,10.8,27.7,25.3,36.1,,,,,published_pct,,counts_suppressed
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Algebra,ALL,2024,,,,,,,,,,,,n_lt_10,counts_not_published
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Algebra,ALL,2025,,,,,,,,,,,,n_lt_10,counts_not_published
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Algebra,ALL,2026,,,,,,,,,,,,n_lt_10,n_lt_10
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Geometry,ALL,2024,,,,,,,,,,,,n_lt_10,counts_not_published
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Geometry,ALL,2025,,,,,,,,,,,,n_lt_10,counts_not_published
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Geometry,ALL,2026,,,,,,,,,,,,n_lt_10,n_lt_10
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Biology,ALL,2024,,,,,,,,,,,,n_lt_10,counts_not_published
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Biology,ALL,2025,,,,,,,,,,,,n_lt_10,counts_not_published
school,6303027,COLLEGEVILLE ELEMENTARY SCHOOL,Biology,ALL,2026,,,,,,,,,,,,n_lt_10,n_lt_10
