entity_type,entity_id,entity_name,subject,grade,year,n_tested,pct_proficient,pct_level1,pct_level2,pct_level3,pct_level4,n_level1,n_level2,n_level3,n_level4,pct_basis,status,counts_status
school,1703012,MOUNTAINBURG ELEMENTARY SCHOOL,ELA,ALL,2024,131.0,31.3,26.0,42.7,19.8,11.5,,,,,published_pct,,counts_not_published
school,1703012,MOUNTAINBURG ELEMENTARY SCHOOL,ELA,ALL,2025,151.0,25.1,34.4,40.4,15.2,9.9,,,,,published_pct,,counts_not_published
school,1703012,MOUNTAINBURG ELEMENTARY SCHOOL,ELA,ALL,2026,140.0,38.5714,17.1429,44.2857,24.2857,14.2857,24,62,34,20,counts,,
school,1703012,MOUNTAINBURG ELEMENTARY SCHOOL,ELA,03,2024,52.0,44.2,17.3,38.5,26.9,17.3,,,,,published_pct,,counts_not_published
school,1703012,MOUNTAINBURG ELEMENTARY SCHOOL,ELA,03,2025,52.0,38.5,34.6,26.9,21.2,17.3,,,,,published_pct,,counts_not_published
school,1703012,MOUNTAINBURG ELEMENTARY SCHOOL,ELA,03,2026,38.0,34.3,23.7,42.1,13.2,21.1,,,,,published_pct,,counts_suppressed
school,1703012,MOUNTAINBURG ELEMENTARY SCHOOL,ELA,04,2024,41.0,19.5,34.1,46.3,17.1,2.4,,,,,published_pct,,counts_not_published
school,1703012,MOUNTAINBURG ELEMENTARY SCHOOL,ELA,04,2025,55.0,25.4,30.9,43.6,14.5,10.9,,,,,published_pct,,counts_not_published
school,1703012,MOUNTAINBURG ELEMENTARY SCHOOL,ELA,04,2026,51.0,35.3,19.6,45.1,21.6,13.7,,,,,published_pct,,counts_suppressed
school,1703012,MOUNTAINBURG ELEMENTARY SCHOOL,ELA,05,2024,38.0,26.4,28.9,44.7,13.2,13.2,,,,,published_pct,,counts_not_published
school,1703012,MOUNTAINBURG ELEMENTARY SCHOOL,ELA,05,2025,44.0,9.1,38.6,52.3,9.1,0.0,,,,,published_pct,,counts_not_published
school,1703012,MOUNTAINBURG ELEMENTARY SCHOOL,ELA,05,2026,51.0,45.1,9.8,45.1,35.3,9.8,,,,,published_pct,,counts_suppressed
school,1703012,MOUNTAINBURG ELEMENTARY SCHOOL,Reading,ALL,2024,131.0,30.6,26.7,42.7,21.4,9.2,,,,,published_pct,,counts_not_published
school,1703012,MOUNTAINBURG ELEMENTARY SCHOOL,Reading,ALL,2025,151.0,27.8,35.1,37.1,18.5,9.3,,,,,published_pct,,counts_not_published
school,1703012,MOUNTAINBURG ELEMENTARY SCHOOL,Reading,ALL,2026,140.0,42.1429,19.2857,38.5714,25.7143,16.4286,27,54,36,23,counts,,
school,1703012,MOUNTAINBURG ELEMENTARY SCHOOL,Reading,03,2024,52.0,36.6,19.2,44.2,23.1,13.5,,,,,published_pct,,counts_not_published
school,1703012,MOUNTAINBURG ELEMENTARY SCHOOL,Reading,03,2025,52.0,42.3,28.8,28.8,26.9,15.4,,,,,published_pct,,counts_not_published
school,1703012,MOUNTAINBURG ELEMENTARY SCHOOL,Reading,03,2026,38.0,36.9,18.4,44.7,15.8,21.1,,,,,published_pct,,counts_suppressed
school,1703012,MOUNTAINBURG ELEMENTARY SCHOOL,Reading,04,2024,41.0,21.9,36.6,41.5,19.5,2.4,,,,,published_pct,,counts_not_published
