entity_type,entity_id,entity_name,subject,grade,year,n_tested,pct_proficient,pct_level1,pct_level2,pct_level3,pct_level4,n_level1,n_level2,n_level3,n_level4,pct_basis,status,counts_status
school,7202008,"JERRY ""POP"" WILLIAMS ELEMENTARY SCHOOL",ELA,ALL,2024,99.0,48.5,17.2,34.3,21.2,27.3,,,,,published_pct,,counts_not_published
school,7202008,"JERRY ""POP"" WILLIAMS ELEMENTARY SCHOOL",ELA,ALL,2025,123.0,38.2,22.0,39.8,25.2,13.0,,,,,published_pct,,counts_not_published
school,7202008,"JERRY ""POP"" WILLIAMS ELEMENTARY SCHOOL",ELA,ALL,2026,114.0,55.2632,12.2807,32.4561,22.807,32.4561,14,37,26,37,counts,,
school,7202008,"JERRY ""POP"" WILLIAMS ELEMENTARY SCHOOL",ELA,03,2024,99.0,48.5,17.2,34.3,21.2,27.3,,,,,published_pct,,counts_not_published
school,7202008,"JERRY ""POP"" WILLIAMS ELEMENTARY SCHOOL",ELA,03,2025,123.0,38.2,22.0,39.8,25.2,13.0,,,,,published_pct,,counts_not_published
school,7202008,"JERRY ""POP"" WILLIAMS ELEMENTARY SCHOOL",ELA,03,2026,114.0,55.2632,12.2807,32.4561,22.807,32.4561,14,37,26,37,counts,,
school,7202008,"JERRY ""POP"" WILLIAMS ELEMENTARY SCHOOL",Reading,ALL,2024,99.0,49.5,17.2,33.3,26.3,23.2,,,,,published_pct,,counts_not_published
school,7202008,"JERRY ""POP"" WILLIAMS ELEMENTARY SCHOOL",Reading,ALL,2025,123.0,43.1,22.0,35.0,22.8,20.3,,,,,published_pct,,counts_not_published
school,7202008,"JERRY ""POP"" WILLIAMS ELEMENTARY SCHOOL",Reading,ALL,2026,114.0,57.8947,14.0351,28.0702,28.0702,29.8246,16,32,32,34,counts,,
school,7202008,"JERRY ""POP"" WILLIAMS ELEMENTARY SCHOOL",Reading,03,2024,99.0,49.5,17.2,33.3,26.3,23.2,,,,,published_pct,,counts_not_published
school,7202008,"JERRY ""POP"" WILLIAMS ELEMENTARY SCHOOL",Reading,03,2025,123.0,43.1,22.0,35.0,22.8,20.3,,,,,published_pct,,counts_not_published
school,7202008,"JERRY ""POP"" WILLIAMS ELEMENTARY SCHOOL",Reading,03,2026,114.0,57.8947,14.0351,28.0702,28.0702,29.8246,16,32,32,34,counts,,
school,7202008,"JERRY ""POP"" WILLIAMS ELEMENTARY SCHOOL",Math,ALL,2024,99.0,47.4,21.2,31.3,33.3,14.1,,,,,published_pct,,counts_not_published
school,7202008,"JERRY ""POP"" WILLIAMS ELEMENTARY SCHOOL",Math,ALL,2025,123.0,46.3,23.6,30.1,27.6,18.7,,,,,published_pct,,counts_not_published
school,7202008,"JERRY ""POP"" WILLIAMS ELEMENTARY SCHOOL",Math,ALL,2026,114.0,64.0,6.1,29.8,34.2,29.8,,,,,published_pct,,counts_suppressed
school,7202008,"JERRY ""POP"" WILLIAMS ELEMENTARY SCHOOL",Math,03,2024,99.0,47.4,21.2,31.3,33.3,14.1,,,,,published_pct,,counts_not_published
school,7202008,"JERRY ""POP"" WILLIAMS ELEMENTARY SCHOOL",Math,03,2025,123.0,46.3,23.6,30.1,27.6,18.7,,,,,published_pct,,counts_not_published
school,7202008,"JERRY ""POP"" WILLIAMS ELEMENTARY SCHOOL",Math,03,2026,114.0,64.0,6.1,29.8,34.2,29.8,,,,,published_pct,,counts_suppressed
school,7202008,"JERRY ""POP"" WILLIAMS ELEMENTARY SCHOOL",Science,ALL,2024,99.0,45.5,18.2,36.4,30.3,15.2,,,,,published_pct,,counts_not_published
school,7202008,"JERRY ""POP"" WILLIAMS ELEMENTARY SCHOOL",Science,ALL,2025,123.0,49.6,21.1,29.3,30.1,19.5,,,,,published_pct,,counts_not_published
