entity_type,entity_id,entity_name,subject,grade,year,n_tested,pct_proficient,pct_level1,pct_level2,pct_level3,pct_level4,n_level1,n_level2,n_level3,n_level4,pct_basis,status,counts_status
school,7203703,FAYETTEVILLE VIRTUAL ACADEMY A DISTRICT CONVERSION CHARTER SCHOOL,ELA,ALL,2024,87.0,67.8,9.2,23.0,37.9,29.9,,,,,published_pct,,counts_not_published
school,7203703,FAYETTEVILLE VIRTUAL ACADEMY A DISTRICT CONVERSION CHARTER SCHOOL,ELA,ALL,2025,98.0,69.4,4.1,26.5,34.7,34.7,,,,,published_pct,,counts_not_published
school,7203703,FAYETTEVILLE VIRTUAL ACADEMY A DISTRICT CONVERSION CHARTER SCHOOL,ELA,ALL,2026,83.0,68.6,8.4,22.9,33.7,34.9,,,,,published_pct,,counts_suppressed
school,7203703,FAYETTEVILLE VIRTUAL ACADEMY A DISTRICT CONVERSION CHARTER SCHOOL,ELA,03,2024,,,,,,,,,,,,n_lt_10,counts_not_published
school,7203703,FAYETTEVILLE VIRTUAL ACADEMY A DISTRICT CONVERSION CHARTER SCHOOL,ELA,03,2025,,,,,,,,,,,,n_lt_10,counts_not_published
school,7203703,FAYETTEVILLE VIRTUAL ACADEMY A DISTRICT CONVERSION CHARTER SCHOOL,ELA,03,2026,,,,,,,,,,,,n_lt_10,n_lt_10
school,7203703,FAYETTEVILLE VIRTUAL ACADEMY A DISTRICT CONVERSION CHARTER SCHOOL,ELA,04,2024,,,,,,,,,,,,n_lt_10,counts_not_published
school,7203703,FAYETTEVILLE VIRTUAL ACADEMY A DISTRICT CONVERSION CHARTER SCHOOL,ELA,04,2025,,,,,,,,,,,,n_lt_10,counts_not_published
school,7203703,FAYETTEVILLE VIRTUAL ACADEMY A DISTRICT CONVERSION CHARTER SCHOOL,ELA,04,2026,,,,,,,,,,,,n_lt_10,n_lt_10
school,7203703,FAYETTEVILLE VIRTUAL ACADEMY A DISTRICT CONVERSION CHARTER SCHOOL,ELA,05,2024,,,,,,,,,,,,n_lt_10,counts_not_published
school,7203703,FAYETTEVILLE VIRTUAL ACADEMY A DISTRICT CONVERSION CHARTER SCHOOL,ELA,05,2025,,,,,,,,,,,,n_lt_10,counts_not_published
school,7203703,FAYETTEVILLE VIRTUAL ACADEMY A DISTRICT CONVERSION CHARTER SCHOOL,ELA,05,2026,10.0,50.0,20.0,30.0,10.0,40.0,,,,,published_pct,,counts_suppressed
school,7203703,FAYETTEVILLE VIRTUAL ACADEMY A DISTRICT CONVERSION CHARTER SCHOOL,ELA,06,2024,11.0,90.9,0.0,9.1,72.7,18.2,,,,,published_pct,,counts_not_published
school,7203703,FAYETTEVILLE VIRTUAL ACADEMY A DISTRICT CONVERSION CHARTER SCHOOL,ELA,06,2025,,,,,,,,,,,,n_lt_10,counts_not_published
school,7203703,FAYETTEVILLE VIRTUAL ACADEMY A DISTRICT CONVERSION CHARTER SCHOOL,ELA,06,2026,11.0,72.8,9.1,18.2,36.4,36.4,,,,,published_pct,,counts_suppressed
school,7203703,FAYETTEVILLE VIRTUAL ACADEMY A DISTRICT CONVERSION CHARTER SCHOOL,ELA,07,2024,,,,,,,,,,,,n_lt_10,counts_not_published
school,7203703,FAYETTEVILLE VIRTUAL ACADEMY A DISTRICT CONVERSION CHARTER SCHOOL,ELA,07,2025,14.0,57.2,7.1,35.7,28.6,28.6,,,,,published_pct,,counts_not_published
school,7203703,FAYETTEVILLE VIRTUAL ACADEMY A DISTRICT CONVERSION CHARTER SCHOOL,ELA,07,2026,,,,,,,,,,,,n_lt_10,n_lt_10
school,7203703,FAYETTEVILLE VIRTUAL ACADEMY A DISTRICT CONVERSION CHARTER SCHOOL,ELA,08,2024,11.0,45.5,0.0,54.5,27.3,18.2,,,,,published_pct,,counts_not_published
school,7203703,FAYETTEVILLE VIRTUAL ACADEMY A DISTRICT CONVERSION CHARTER SCHOOL,ELA,08,2025,13.0,84.6,7.7,7.7,30.8,53.8,,,,,published_pct,,counts_not_published
school,7203703,FAYETTEVILLE VIRTUAL ACADEMY A DISTRICT CONVERSION CHARTER SCHOOL,ELA,08,2026,12.0,66.6,8.3,25.0,33.3,33.3,,,,,published_pct,,counts_suppressed
