entity_type,entity_id,entity_name,subject,grade,year,n_tested,pct_proficient,pct_level1,pct_level2,pct_level3,pct_level4,n_level1,n_level2,n_level3,n_level4,pct_basis,status,counts_status
school,2301011,JIM STONE ELEMENTARY SCHOOL,ELA,ALL,2024,140.0,52.2,25.0,22.9,28.6,23.6,,,,,published_pct,,counts_not_published
school,2301011,JIM STONE ELEMENTARY SCHOOL,ELA,ALL,2025,146.0,39.0,28.1,32.9,20.5,18.5,,,,,published_pct,,counts_not_published
school,2301011,JIM STONE ELEMENTARY SCHOOL,ELA,ALL,2026,140.0,56.4286,17.1429,26.4286,31.4286,25.0,24,37,44,35,counts,,
school,2301011,JIM STONE ELEMENTARY SCHOOL,ELA,03,2024,67.0,56.7,20.9,22.4,25.4,31.3,,,,,published_pct,,counts_not_published
school,2301011,JIM STONE ELEMENTARY SCHOOL,ELA,03,2025,79.0,38.0,32.9,29.1,19.0,19.0,,,,,published_pct,,counts_not_published
school,2301011,JIM STONE ELEMENTARY SCHOOL,ELA,03,2026,73.0,53.4247,19.1781,27.3973,32.8767,20.5479,14,20,24,15,counts,,
school,2301011,JIM STONE ELEMENTARY SCHOOL,ELA,04,2024,73.0,47.9,28.8,23.3,31.5,16.4,,,,,published_pct,,counts_not_published
school,2301011,JIM STONE ELEMENTARY SCHOOL,ELA,04,2025,67.0,40.3,22.4,37.3,22.4,17.9,,,,,published_pct,,counts_not_published
school,2301011,JIM STONE ELEMENTARY SCHOOL,ELA,04,2026,67.0,59.7015,14.9254,25.3731,29.8507,29.8507,10,17,20,20,counts,,
school,2301011,JIM STONE ELEMENTARY SCHOOL,Reading,ALL,2024,140.0,49.3,24.3,26.4,30.7,18.6,,,,,published_pct,,counts_not_published
school,2301011,JIM STONE ELEMENTARY SCHOOL,Reading,ALL,2025,146.0,41.1,30.1,28.8,22.6,18.5,,,,,published_pct,,counts_not_published
school,2301011,JIM STONE ELEMENTARY SCHOOL,Reading,ALL,2026,140.0,55.0,16.4286,28.5714,26.4286,28.5714,23,40,37,40,counts,,
school,2301011,JIM STONE ELEMENTARY SCHOOL,Reading,03,2024,67.0,53.8,16.4,29.9,26.9,26.9,,,,,published_pct,,counts_not_published
