entity_type,entity_id,entity_name,subject,grade,year,n_tested,pct_proficient,pct_level1,pct_level2,pct_level3,pct_level4,n_level1,n_level2,n_level3,n_level4,pct_basis,status,counts_status
school,0203017,HAMBURG MIDDLE SCHOOL,ELA,ALL,2024,348.0,24.7,32.2,43.1,19.5,5.2,,,,,published_pct,,counts_not_published
school,0203017,HAMBURG MIDDLE SCHOOL,ELA,ALL,2025,340.0,22.9,33.8,43.2,17.9,5.0,,,,,published_pct,,counts_not_published
school,0203017,HAMBURG MIDDLE SCHOOL,ELA,ALL,2026,333.0,24.3243,29.1291,46.5465,18.6186,5.7057,97,155,62,19,counts,,
school,0203017,HAMBURG MIDDLE SCHOOL,ELA,06,2024,109.0,24.7,29.4,45.9,18.3,6.4,,,,,published_pct,,counts_not_published
school,0203017,HAMBURG MIDDLE SCHOOL,ELA,06,2025,109.0,25.7,30.3,44.0,22.0,3.7,,,,,published_pct,,counts_not_published
school,0203017,HAMBURG MIDDLE SCHOOL,ELA,06,2026,118.0,23.7,31.4,44.9,20.3,3.4,,,,,published_pct,,counts_suppressed
school,0203017,HAMBURG MIDDLE SCHOOL,ELA,07,2024,128.0,26.5,33.6,39.8,23.4,3.1,,,,,published_pct,,counts_not_published
school,0203017,HAMBURG MIDDLE SCHOOL,ELA,07,2025,105.0,28.6,29.5,41.9,21.9,6.7,,,,,published_pct,,counts_not_published
school,0203017,HAMBURG MIDDLE SCHOOL,ELA,07,2026,108.0,22.2,24.1,53.7,17.6,4.6,,,,,published_pct,,counts_suppressed
school,0203017,HAMBURG MIDDLE SCHOOL,ELA,08,2024,111.0,22.5,33.3,44.1,16.2,6.3,,,,,published_pct,,counts_not_published
school,0203017,HAMBURG MIDDLE SCHOOL,ELA,08,2025,126.0,15.9,40.5,43.7,11.1,4.8,,,,,published_pct,,counts_not_published
school,0203017,HAMBURG MIDDLE SCHOOL,ELA,08,2026,107.0,27.1028,31.7757,41.1215,17.757,9.3458,34,44,19,10,counts,,
school,0203017,HAMBURG MIDDLE SCHOOL,Reading,ALL,2024,357.0,26.3,33.3,40.3,21.0,5.3,,,,,published_pct,,counts_not_published
school,0203017,HAMBURG MIDDLE SCHOOL,Reading,ALL,2025,340.0,26.1,33.5,40.3,18.5,7.6,,,,,published_pct,,counts_not_published
school,0203017,HAMBURG MIDDLE SCHOOL,Reading,ALL,2026,333.0,27.3273,34.8348,37.8378,17.4174,9.9099,116,126,58,33,counts,,
school,0203017,HAMBURG MIDDLE SCHOOL,Reading,06,2024,111.0,27.0,33.3,39.6,20.7,6.3,,,,,published_pct,,counts_not_published
school,0203017,HAMBURG MIDDLE SCHOOL,Reading,06,2025,109.0,28.5,29.4,42.2,20.2,8.3,,,,,published_pct,,counts_not_published
school,0203017,HAMBURG MIDDLE SCHOOL,Reading,06,2026,118.0,25.4,39.0,35.6,17.8,7.6,,,,,published_pct,,counts_suppressed
school,0203017,HAMBURG MIDDLE SCHOOL,Reading,07,2024,128.0,27.3,35.9,36.7,24.2,3.1,,,,,published_pct,,counts_not_published
school,0203017,HAMBURG MIDDLE SCHOOL,Reading,07,2025,105.0,32.4,32.4,35.2,23.8,8.6,,,,,published_pct,,counts_not_published
school,0203017,HAMBURG MIDDLE SCHOOL,Reading,07,2026,108.0,24.0741,29.6296,46.2963,13.8889,10.1852,32,50,15,11,counts,,
school,0203017,HAMBURG MIDDLE SCHOOL,Reading,08,2024,118.0,24.6,30.5,44.9,17.8,6.8,,,,,published_pct,,counts_not_published
school,0203017,HAMBURG MIDDLE SCHOOL,Reading,08,2025,126.0,19.0,38.1,42.9,12.7,6.3,,,,,published_pct,,counts_not_published
school,0203017,HAMBURG MIDDLE SCHOOL,Reading,08,2026,107.0,32.7103,35.514,31.7757,20.5607,12.1495,38,34,22,13,counts,,
school,0203017,HAMBURG MIDDLE SCHOOL,Math,ALL,2024,333.0,25.2,35.4,39.3,19.8,5.4,,,,,published_pct,,counts_not_published
school,0203017,HAMBURG MIDDLE SCHOOL,Math,ALL,2025,327.0,30.0,36.7,33.3,24.8,5.2,,,,,published_pct,,counts_not_published
school,0203017,HAMBURG MIDDLE SCHOOL,Math,ALL,2026,307.0,34.202,30.2932,35.5049,26.3844,7.8176,93,109,81,24,counts,,
